SEXO,NIVEL_ACADEMICO,DPTO_INSTITUCION,ORDEN,SECTOR_ADMTIVO,NATURALEZA_JURIDICA,CLASIFICACION_ORGANICA,NIVEL_JERARQUICO_EMPLEO,TIPO_NOMBRAMIENTO,ASIG_BASICA,FECHA_VINCULACION
FEMENINO,POSTGRADO,CHOCÓ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2667362.0,2019-04-19
FEMENINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,5301424.0,2018-11-06
FEMENINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2931809.0,2001-12-28
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5596925.0,2013-05-16
FEMENINO,PREGRADO,CHOCÓ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2637536.0,2020-01-03
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,INTERIOR,MINISTERIO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,10134236.0,2022-11-15
FEMENINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6741242.0,2020-01-10
FEMENINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3691590.0,2016-05-17
FEMENINO,POSTGRADO,CHOCÓ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1909050.0,2017-11-10
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRABAJO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,7613882.0,2022-09-22
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3135297.0,2020-01-01
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2261513.0,2019-01-15
FEMENINO,POSTGRADO,NORTE DE SANTANDER,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5241989.0,2020-08-01
FEMENINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,4467689.0,1997-03-03
FEMENINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,3055244.0,2006-10-24
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,CONTRALORÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4311469.0,2022-09-19
FEMENINO,PREGRADO,TOLIMA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1866544.0,2022-04-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,RELACIONES EXTERIORES,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3144660.0,2012-05-03
FEMENINO,PREGRADO,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2547492.0,2021-07-15
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PRESIDENCIA DE LA REPÚBLICA,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,4531282.0,2016-10-14
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,5994138.0,2020-05-01
FEMENINO,PREGRADO,HUILA,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS OFICIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,3747603.0,2018-01-01
FEMENINO,PREGRADO,HUILA,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2690000.0,2020-04-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,ESPECIAL,SISTEMA INTEGRAL DE VERDAD JUSTICIA REPARACIÓN Y NO REPETICIÓN,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3030561.0,2020-03-04
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,4965049.0,2013-12-09
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2931809.0,2012-02-24
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3359656.0,2012-10-03
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,10111000.0,2021-04-14
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4035312.0,2022-07-12
FEMENINO,SIN INFORMACION,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2397618.0,2022-01-01
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4875000.0,2020-03-02
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2391676.0,2020-01-02
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,EDUCACIÓN,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5848787.0,2012-09-10
FEMENINO,PREGRADO,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2089994.0,2020-01-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,3407415.0,1997-06-24
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,10111000.0,2021-04-13
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8036755.0,2019-09-05
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRANSPORTE,AGENCIA ESTATAL DE NATURALEZA ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,10986195.0,2020-01-07
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,FISCALÍA GENERAL DE LA NACIÓN,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,12317255.0,1996-05-23
FEMENINO,SIN INFORMACION,HUILA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3978000.0,2016-01-21
FEMENINO,SIN INFORMACION,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2391000.0,2017-11-02
FEMENINO,BASICA SECUNDARIA,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2729967.0,2020-01-04
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRANSPORTE,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6957018.0,2016-09-20
FEMENINO,SIN INFORMACION,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3291552.0,2016-08-01
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2440000.0,2018-01-03
FEMENINO,POSTGRADO,HUILA,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,10111000.0,2022-08-26
FEMENINO,PREGRADO,CAQUETÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1350000.0,2020-01-02
FEMENINO,PREGRADO,CAQUETÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2473000.0,2020-09-15
FEMENINO,PREGRADO,PUTUMAYO,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3079825.0,2020-04-04
FEMENINO,PREGRADO,CAQUETÁ,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,3188000.0,2017-05-02
FEMENINO,POSTGRADO,MAGDALENA,TERRITORIAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6392791.0,2007-12-03
FEMENINO,PREGRADO,MAGDALENA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6440682.0,2020-12-07
FEMENINO,POSTGRADO,MAGDALENA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7182005.0,2016-07-01
FEMENINO,POSTGRADO,CESAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2269079.0,2016-01-12
FEMENINO,POSTGRADO,ATLÁNTICO,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,12114957.0,2016-04-01
FEMENINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3059371.0,2022-01-04
FEMENINO,PREGRADO,CESAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1722088.0,1998-01-13
FEMENINO,PREGRADO,CESAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1790132.0,2016-01-05
FEMENINO,POSTGRADO,CESAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1641411.0,2016-11-01
FEMENINO,PREGRADO,MAGDALENA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2181243.0,2020-03-02
FEMENINO,SIN INFORMACION,MAGDALENA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1577396.0,2020-01-17
FEMENINO,POSTGRADO,MAGDALENA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3458000.0,2020-03-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2931809.0,2006-12-13
FEMENINO,POSTGRADO,MAGDALENA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2169764.0,1979-02-24
FEMENINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,NOMBRAMIENTO PROVISIONAL,5503067.0,2015-01-23
FEMENINO,PREGRADO,CESAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2226951.0,2014-01-02
FEMENINO,POSTGRADO,VALLE DEL CAUCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8697046.0,2022-07-14
FEMENINO,POSTGRADO,NORTE DE SANTANDER,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,2057483.0,2020-02-06
FEMENINO,SIN INFORMACION,CESAR,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2833400.0,2016-07-01
FEMENINO,POSTGRADO,CESAR,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,8225700.0,2016-10-10
FEMENINO,SIN INFORMACION,CESAR,NACIONAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6939914.0,1984-03-21
FEMENINO,SIN INFORMACION,CESAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2213000.0,2018-01-01
FEMENINO,POSTGRADO,TOLIMA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3386633.0,2015-12-21
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2835071.0,2015-11-05
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8872530.0,2016-12-19
FEMENINO,SIN INFORMACION,MAGDALENA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,4189300.0,2020-03-02
FEMENINO,BASICA SECUNDARIA,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2283439.0,2019-05-06
FEMENINO,SIN INFORMACION,MAGDALENA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2357465.0,2020-01-01
FEMENINO,POSTGRADO,LA GUAJIRA,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,4212707.0,2012-03-12
FEMENINO,PREGRADO,LA GUAJIRA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2117146.0,2020-01-02
FEMENINO,SIN INFORMACION,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2931809.0,2013-05-09
FEMENINO,PREGRADO,LA GUAJIRA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2019449.0,2012-03-15
FEMENINO,POSTGRADO,LA GUAJIRA,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ÓRGANO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,PERIODO FIJO,6081422.0,2008-02-11
MASCULINO,PREGRADO,LA GUAJIRA,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3256808.0,2016-06-13
FEMENINO,PREGRADO,LA GUAJIRA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1640920.0,2016-03-18
FEMENINO,SIN INFORMACION,LA GUAJIRA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3600000.0,2016-03-05
FEMENINO,POSTGRADO,LA GUAJIRA,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,5004756.0,2012-04-02
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3549049.0,2020-01-01
FEMENINO,PREGRADO,NARIÑO,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,5303667.0,2018-05-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,3511975.0,2011-06-21
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,6152654.0,2005-02-01
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1767630.0,2020-07-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,FISCALÍA GENERAL DE LA NACIÓN,RAMA JUDICIAL,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,13701639.0,2003-10-01
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3727221.0,2016-03-02
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5886333.0,2021-05-14
FEMENINO,PREGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3051942.0,2020-12-10
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRANSPORTE,AGENCIA ESTATAL DE NATURALEZA ESPECIAL,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,10986195.0,2021-12-07
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,PERSONERÍA DISTRITAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8175282.0,2012-03-23
FEMENINO,PREGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2058300.0,2021-02-01
FEMENINO,PREGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2209657.0,2016-01-01
FEMENINO,PREGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2529773.0,2020-07-27
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1715210.0,2022-10-03
FEMENINO,PREGRADO,NARIÑO,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,5257185.0,2020-01-10
FEMENINO,SIN INFORMACION,NARIÑO,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,3600000.0,2020-04-30
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,3455000.0,2020-07-27
FEMENINO,PREGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2086146.0,2016-01-01
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1309485.0,2014-01-18
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,ESPECIAL,SISTEMA INTEGRAL DE VERDAD JUSTICIA REPARACIÓN Y NO REPETICIÓN,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,6865225.0,2019-11-12
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4315929.0,2020-03-17
FEMENINO,PREGRADO,NARIÑO,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3691591.0,2016-01-02
FEMENINO,SIN INFORMACION,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,1611088.0,2016-10-12
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,"AGROPECUARIO, PESQUERO Y DE DESARROLLO RURAL",UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8654300.0,2020-12-14
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,5502630.0,2020-05-01
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2370391.0,2017-05-16
FEMENINO,SIN INFORMACION,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1611088.0,2016-03-09
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2058300.0,2020-12-01
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1747200.0,2017-09-01
FEMENINO,POSTGRADO,NARIÑO,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,3826160.0,2020-04-01
FEMENINO,PREGRADO,NARIÑO,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2321938.0,2019-06-01
