SEXO,NIVEL_ACADEMICO,DPTO_INSTITUCION,ORDEN,SECTOR_ADMTIVO,NATURALEZA_JURIDICA,CLASIFICACION_ORGANICA,NIVEL_JERARQUICO_EMPLEO,TIPO_NOMBRAMIENTO,ASIG_BASICA,FECHA_VINCULACION
MASCULINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3674749.0,2016-11-08
MASCULINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,5365812.0,2020-01-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,4492868.0,2019-07-03
MASCULINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,4261640.0,2021-03-01
FEMENINO,SIN INFORMACION,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2592907.0,1996-01-10
MASCULINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4229090.0,2022-08-01
FEMENINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3112423.0,2022-01-01
FEMENINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2697689.0,2016-07-30
FEMENINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2303332.0,2020-02-01
MASCULINO,POSTGRADO,ATLÁNTICO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,4740212.0,2021-03-15
FEMENINO,POSTGRADO,ATLÁNTICO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,4740212.0,2020-12-22
FEMENINO,SIN INFORMACION,ATLÁNTICO,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3724314.0,2016-03-01
FEMENINO,POSTGRADO,ATLÁNTICO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,4891282.0,2017-04-03
FEMENINO,POSTGRADO,ATLÁNTICO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3443911.0,2016-01-07
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5689000.0,2021-10-07
MASCULINO,PREGRADO,MAGDALENA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1555347.0,2020-01-22
MASCULINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2348216.0,2014-01-13
MASCULINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,2348808.0,2017-03-13
FEMENINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2308822.0,1986-01-23
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4641386.0,2021-11-10
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5132252.0,2020-03-04
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2313499.0,2022-01-03
MASCULINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2897594.0,2015-05-11
MASCULINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2624883.0,2020-01-02
FEMENINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2624883.0,2020-01-03
FEMENINO,SIN INFORMACION,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2562286.0,2020-03-23
MASCULINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2856261.0,2020-01-03
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,4249624.0,2018-05-10
FEMENINO,SIN INFORMACION,BOLÍVAR,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3691591.0,2016-01-13
MASCULINO,POSTGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2011188.0,2016-01-04
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2758709.0,2020-02-02
MASCULINO,SIN INFORMACION,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2785656.0,2020-04-01
MASCULINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,4261640.0,2020-03-01
MASCULINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1876945.0,2022-03-22
FEMENINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2208723.0,2022-07-01
FEMENINO,PREGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1580476.0,2021-08-17
MASCULINO,BASICA SECUNDARIA,BOLÍVAR,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2139970.0,2021-09-16
FEMENINO,POSTGRADO,BOLÍVAR,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2151026.0,2016-04-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ÓRGANO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7492779.0,2020-01-07
FEMENINO,SIN INFORMACION,BOYACÁ,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3093121.0,2021-05-03
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2694798.0,2016-01-05
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2759819.0,2020-01-10
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS OFICIAL,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,8763865.0,2020-01-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,REGISTRADURÍA NACIONAL,ORGANIZACIÓN ELECTORAL,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6628975.0,2022-01-18
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS OFICIAL,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4436000.0,2020-03-11
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1692234.0,2012-06-06
FEMENINO,SIN INFORMACION,CUNDINAMARCA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3879493.0,2017-08-11
FEMENINO,POSTGRADO,CASANARE,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,4188709.0,2018-05-21
FEMENINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2326737.0,2016-01-03
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2970000.0,2022-01-28
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,12704000.0,2022-08-16
MASCULINO,POSTGRADO,BOYACÁ,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ÓRGANO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5902590.0,2022-09-01
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4641386.0,2022-02-02
MASCULINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1769200.0,2020-01-02
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1950637.0,2021-10-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,ESPECIAL,SISTEMA INTEGRAL DE VERDAD JUSTICIA REPARACIÓN Y NO REPETICIÓN,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,7464735.0,2018-12-17
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1303784.0,2020-03-02
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2642646.0,2021-10-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESPECIAL,SISTEMA INTEGRAL DE VERDAD JUSTICIA REPARACIÓN Y NO REPETICIÓN,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,10187902.0,2018-06-13
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3679493.0,2016-03-01
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,4261640.0,2020-03-01
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2465406.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PLANEACIÓN,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,4446049.0,2016-03-14
FEMENINO,PREGRADO,CASANARE,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2374019.0,2016-01-01
FEMENINO,BASICA SECUNDARIA,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4641386.0,2021-12-14
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2934196.0,2016-01-05
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2282200.0,2020-01-02
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2223277.0,2017-01-01
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5000000.0,2022-05-03
MASCULINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3077332.0,2020-01-02
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,RELACIONES EXTERIORES,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3144660.0,2013-10-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PRESIDENCIA DE LA REPÚBLICA,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,9230282.0,2016-11-24
FEMENINO,POSTGRADO,SANTANDER,TERRITORIAL,NO APLICA,CONCEJO MUNICIPAL,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,11892856.0,2020-11-30
FEMENINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,4261639.0,2020-01-01
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8216969.0,2021-04-15
FEMENINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3501068.0,2021-01-13
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3536631.0,2020-03-17
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,ESPECIAL,SISTEMA INTEGRAL DE VERDAD JUSTICIA REPARACIÓN Y NO REPETICIÓN,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,6865225.0,2020-07-06
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,4965049.0,2021-10-04
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,8337000.0,2021-11-02
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2803757.0,2020-01-01
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2327150.0,2022-08-01
FEMENINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6391758.0,2022-01-17
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,5640541.0,2020-03-01
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3077332.0,2020-01-08
MASCULINO,POSTGRADO,PUTUMAYO,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2251915.0,2020-01-01
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2970000.0,2021-07-06
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,4372869.0,2020-03-01
FEMENINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2802122.0,2016-10-24
FEMENINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2084691.0,2020-01-02
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3691591.0,2016-02-03
MASCULINO,POSTGRADO,CALDAS,NACIONAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5902590.0,2021-08-17
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3879493.0,2018-05-28
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3098457.0,2019-01-01
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2032525.0,2020-01-02
MASCULINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1956001.0,2020-01-03
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2503617.0,2020-03-02
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,4261640.0,2020-03-02
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,3447540.0,2020-01-02
MASCULINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,ORGANISMO DE CONTROL Y VIGILANCIA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,3332000.0,2022-02-03
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2283359.0,2017-11-10
FEMENINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2803757.0,2022-04-22
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,2974000.0,2021-08-02
FEMENINO,SIN INFORMACION,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1921357.0,2018-01-22
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,2780000.0,2020-02-28
MASCULINO,PREGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1975088.0,2020-01-10
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2391521.0,2022-04-01
FEMENINO,SIN INFORMACION,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1869990.0,2016-10-11
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6094000.0,2022-08-11
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2455250.0,2020-01-01
MASCULINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,4261640.0,2020-01-22
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3056900.0,2020-01-03
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2254859.0,2020-01-02
MASCULINO,BASICA SECUNDARIA,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2455250.0,2020-01-01
MASCULINO,PREGRADO,SANTANDER,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1989093.0,2022-01-21
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3458164.0,2020-03-19
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS OFICIAL,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7880240.0,2020-01-07
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3248500.0,2021-02-01
FEMENINO,POSTGRADO,BOYACÁ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,3679966.0,2020-08-05
